CompID,RespoID,AVC,IV,StartDate,Category,TypeOfService,Rating
4,13,"$45,224.87 ","$9,596.18 ",2015-11-04,Silver,Cloud,4
19,14,"$33,489.79 ","$8,907.80 ",2017-01-04,Silver,Cloud,3
18,21,"$31,852.75 ","$5,492.77 ",2015-11-07,Premium,On-premises,1
11,54,"$84,759.94 ","$6,602.12 ",2016-01-15,Diamond,Cloud,1
18,12,"$71,400.82 ","$10,605.01 ",2015-01-29,Diamond,On-premises,3
20,6,"$50,836.61 ","$9,716.19 ",2017-02-12,Silver,Cloud,1
10,17,"$89,721.74 ","$9,086.10 ",2017-09-23,Silver,On-premises,4
15,46,"$83,346.27 ","$8,277.73 ",2017-03-19,Silver,Cloud,5
2,17,"$97,729.06 ","$9,195.86 ",2018-02-07,Diamond,Cloud,1
3,30,"$102,590.04 ","$11,322.76 ",2015-12-04,Diamond,On-premises,1
15,16,"$46,493.44 ","$10,144.28 ",2015-03-22,Premium,On-premises,4
14,58,"$46,967.20 ","$11,974.67 ",2015-11-20,Diamond,On-premises,4
7,37,"$41,028.57 ","$6,167.45 ",2016-05-30,Premium,Cloud,2
15,52,"$92,848.68 ","$8,997.20 ",2015-12-09,Premium,On-premises,2
9,2,"$57,170.42 ","$7,032.85 ",2018-03-28,Gold,On-premises,1
11,46,"$100,389.29 ","$6,706.31 ",2016-09-22,Gold,Cloud,3
5,15,"$38,708.44 ","$5,929.32 ",2018-04-23,Gold,Cloud,4
13,24,"$31,649.13 ","$8,817.45 ",2017-04-07,Premium,On-premises,5
7,39,"$114,745.29 ","$9,681.28 ",2016-05-20,Premium,Cloud,5
7,55,"$106,153.14 ","$8,500.73 ",2015-06-18,Silver,Cloud,5
12,48,"$71,748.08 ","$11,810.93 ",2015-12-02,Premium,Cloud,3
10,48,"$39,590.41 ","$6,412.91 ",2017-08-08,Diamond,Cloud,2
18,29,"$53,543.94 ","$8,143.26 ",2015-10-03,Diamond,On-premises,2
10,13,"$98,986.78 ","$8,324.78 ",2017-10-07,Diamond,On-premises,5
19,43,"$84,026.78 ","$7,543.72 ",2017-10-07,Silver,On-premises,3
10,4,"$35,225.65 ","$6,258.55 ",2017-11-09,Premium,Cloud,2
1,46,"$53,041.40 ","$9,462.04 ",2016-08-30,Silver,Cloud,5
5,3,"$114,707.79 ","$11,485.45 ",2015-01-20,Diamond,On-premises,4
20,54,"$88,342.25 ","$5,215.70 ",2017-11-19,Diamond,Cloud,4
7,12,"$85,301.32 ","$6,503.56 ",2015-11-30,Gold,Cloud,1
14,25,"$102,786.84 ","$7,029.18 ",2017-07-21,Premium,On-premises,4
17,12,"$106,891.36 ","$5,086.40 ",2016-09-13,Premium,Cloud,5
9,59,"$103,443.30 ","$10,025.53 ",2018-03-10,Diamond,Cloud,2
3,34,"$62,910.60 ","$10,923.25 ",2016-02-05,Gold,Cloud,3
18,27,"$106,173.05 ","$11,583.66 ",2015-01-24,Silver,Cloud,2
6,30,"$85,054.29 ","$9,824.84 ",2016-07-14,Gold,Cloud,5
13,47,"$92,334.76 ","$6,455.83 ",2016-06-14,Gold,Cloud,4
6,46,"$59,232.94 ","$7,222.23 ",2017-06-10,Gold,On-premises,3
15,13,"$39,876.15 ","$10,775.44 ",2015-06-17,Premium,On-premises,2
15,30,"$84,909.04 ","$11,084.02 ",2015-08-16,Silver,On-premises,4
5,50,"$111,470.27 ","$8,379.44 ",2018-07-10,Premium,On-premises,2
13,16,"$40,393.06 ","$7,004.58 ",2017-05-11,Diamond,On-premises,1
14,48,"$48,956.17 ","$7,631.88 ",2016-02-07,Silver,On-premises,4
5,12,"$89,086.83 ","$5,103.09 ",2018-03-07,Silver,On-premises,2
9,19,"$90,193.84 ","$8,324.68 ",2016-01-25,Silver,Cloud,2
1,21,"$82,976.26 ","$9,935.99 ",2018-01-11,Gold,Cloud,4
7,50,"$112,676.69 ","$8,413.05 ",2017-07-12,Premium,On-premises,2
11,10,"$110,872.10 ","$10,869.00 ",2016-08-30,Diamond,Cloud,5
16,46,"$89,136.95 ","$9,084.52 ",2018-04-07,Silver,Cloud,4
1,18,"$31,564.24 ","$7,334.15 ",2016-02-23,Gold,On-premises,5
8,17,"$85,570.26 ","$9,058.21 ",2018-04-14,Premium,On-premises,1
9,37,"$67,318.42 ","$9,106.56 ",2015-03-07,Gold,On-premises,5
4,25,"$44,325.50 ","$5,701.78 ",2017-12-03,Premium,Cloud,4
13,41,"$63,279.75 ","$10,310.64 ",2018-03-08,Gold,Cloud,1
18,30,"$108,729.85 ","$6,369.51 ",2015-12-17,Premium,Cloud,3
8,38,"$104,661.58 ","$6,314.57 ",2015-12-28,Gold,On-premises,1
14,40,"$80,475.19 ","$9,538.68 ",2016-02-15,Diamond,On-premises,4
5,19,"$67,149.55 ","$8,320.26 ",2016-12-25,Gold,On-premises,1
9,41,"$31,576.91 ","$7,278.03 ",2018-01-04,Gold,Cloud,5
2,41,"$39,057.56 ","$5,576.66 ",2015-11-13,Gold,On-premises,2
12,42,"$67,814.10 ","$5,414.01 ",2017-03-16,Diamond,On-premises,2
19,58,"$36,591.31 ","$10,212.30 ",2015-01-13,Diamond,On-premises,5
13,6,"$47,813.83 ","$11,047.16 ",2016-03-08,Gold,Cloud,4
2,39,"$40,564.66 ","$11,103.48 ",2016-08-06,Gold,On-premises,1
8,38,"$107,589.71 ","$5,034.59 ",2016-01-15,Premium,On-premises,4
12,40,"$42,836.23 ","$11,804.11 ",2016-09-09,Silver,Cloud,3
9,20,"$83,204.70 ","$7,262.17 ",2017-06-04,Gold,On-premises,2
5,44,"$72,432.71 ","$9,495.96 ",2015-06-21,Premium,Cloud,2
18,9,"$105,419.74 ","$6,218.66 ",2016-07-20,Diamond,On-premises,2
9,41,"$86,640.72 ","$5,289.69 ",2015-02-14,Premium,Cloud,1
17,36,"$116,132.46 ","$5,987.54 ",2015-08-18,Gold,On-premises,1
5,39,"$102,318.25 ","$9,309.51 ",2017-02-12,Gold,Cloud,3
2,2,"$35,730.77 ","$7,211.70 ",2016-11-27,Gold,On-premises,3
19,34,"$112,742.34 ","$5,096.26 ",2016-11-25,Silver,On-premises,2
2,5,"$43,830.04 ","$11,612.17 ",2015-09-05,Diamond,Cloud,3
16,11,"$54,412.61 ","$11,043.94 ",2017-12-06,Silver,Cloud,5
7,53,"$115,232.33 ","$6,185.95 ",2015-08-19,Diamond,On-premises,3
18,22,"$48,410.29 ","$7,362.88 ",2018-07-19,Silver,On-premises,4
17,36,"$78,811.19 ","$6,617.50 ",2017-02-28,Diamond,On-premises,2
19,34,"$66,950.65 ","$7,599.93 ",2018-04-13,Silver,Cloud,4
17,41,"$62,917.12 ","$6,454.57 ",2015-10-29,Silver,On-premises,5
13,10,"$31,271.09 ","$5,262.22 ",2017-05-10,Gold,Cloud,1
19,11,"$75,757.38 ","$8,940.67 ",2017-06-02,Premium,On-premises,1
18,5,"$78,111.23 ","$7,317.78 ",2017-07-01,Gold,Cloud,2
15,40,"$112,658.57 ","$11,198.38 ",2018-04-19,Diamond,Cloud,1
9,33,"$33,233.88 ","$10,904.74 ",2017-06-24,Diamond,Cloud,2
6,4,"$93,287.65 ","$9,420.49 ",2016-09-14,Premium,Cloud,4
2,57,"$92,159.95 ","$6,755.39 ",2015-11-21,Premium,On-premises,5
7,41,"$48,366.57 ","$7,652.09 ",2017-02-21,Premium,Cloud,2
17,35,"$70,811.55 ","$9,456.48 ",2018-01-12,Gold,On-premises,3
10,27,"$39,743.60 ","$5,402.65 ",2017-09-27,Silver,On-premises,3
19,57,"$46,413.00 ","$11,984.84 ",2015-06-11,Silver,On-premises,1
6,14,"$32,568.20 ","$6,527.51 ",2016-11-14,Silver,Cloud,5
12,10,"$100,003.86 ","$5,603.81 ",2015-07-26,Silver,On-premises,5
8,14,"$66,190.06 ","$10,564.90 ",2017-12-29,Diamond,On-premises,4
2,54,"$62,419.59 ","$9,010.35 ",2018-06-24,Silver,On-premises,3
4,46,"$43,019.94 ","$9,742.75 ",2017-05-10,Silver,On-premises,4
3,49,"$44,316.35 ","$9,396.67 ",2018-05-10,Gold,On-premises,4
6,7,"$63,690.54 ","$5,829.13 ",2015-01-25,Diamond,On-premises,5
1,32,"$99,207.42 ","$10,124.08 ",2015-04-18,Premium,Cloud,2
6,6,"$30,295.03 ","$11,278.12 ",2016-07-10,Diamond,Cloud,4
7,59,"$95,570.55 ","$9,244.40 ",2018-07-09,Silver,On-premises,2
19,51,"$37,954.07 ","$5,889.05 ",2017-06-15,Silver,On-premises,3
18,44,"$113,947.99 ","$6,444.40 ",2015-03-28,Premium,On-premises,4
10,45,"$101,874.91 ","$9,100.82 ",2016-04-08,Diamond,Cloud,5
9,45,"$58,981.25 ","$10,009.04 ",2015-12-22,Premium,Cloud,5
1,7,"$41,078.24 ","$11,551.32 ",2015-09-22,Gold,Cloud,2
14,7,"$74,014.22 ","$9,570.45 ",2017-10-04,Gold,Cloud,4
9,51,"$56,658.05 ","$8,572.40 ",2018-03-17,Premium,On-premises,2
9,60,"$97,525.89 ","$7,446.64 ",2018-06-23,Premium,On-premises,3
19,36,"$79,649.17 ","$9,842.40 ",2015-07-20,Premium,Cloud,2
20,41,"$64,323.86 ","$5,281.87 ",2017-06-24,Silver,Cloud,5
4,59,"$34,873.83 ","$11,907.62 ",2018-01-27,Premium,On-premises,3
6,44,"$39,367.50 ","$5,784.99 ",2018-07-22,Premium,Cloud,4
8,27,"$44,971.92 ","$11,378.62 ",2015-08-14,Silver,Cloud,2
9,8,"$100,382.34 ","$10,112.14 ",2017-12-09,Diamond,On-premises,1
10,52,"$90,412.17 ","$8,236.47 ",2017-10-15,Diamond,Cloud,3
13,12,"$109,883.64 ","$9,424.17 ",2017-04-19,Diamond,Cloud,3
4,33,"$94,855.47 ","$10,088.67 ",2015-05-09,Gold,Cloud,4
2,57,"$61,679.22 ","$11,271.91 ",2015-11-01,Premium,On-premises,5
5,1,"$77,313.71 ","$8,365.27 ",2015-10-30,Gold,On-premises,2
19,9,"$88,470.43 ","$8,213.02 ",2016-07-20,Premium,On-premises,2
1,14,"$71,424.47 ","$9,610.90 ",2016-05-12,Premium,On-premises,1
19,14,"$96,375.49 ","$8,688.58 ",2016-07-22,Premium,Cloud,2
15,49,"$111,457.02 ","$6,161.19 ",2017-01-18,Premium,On-premises,5
13,11,"$40,897.45 ","$10,148.51 ",2015-05-14,Premium,Cloud,4
16,30,"$105,540.91 ","$9,945.18 ",2016-08-01,Silver,Cloud,2
10,51,"$57,169.53 ","$5,428.47 ",2018-01-03,Silver,On-premises,2
13,28,"$49,292.84 ","$7,572.09 ",2017-10-12,Silver,On-premises,2
12,15,"$33,356.21 ","$7,228.79 ",2016-10-10,Diamond,Cloud,2
3,22,"$107,813.04 ","$9,697.60 ",2016-07-09,Diamond,Cloud,3
12,60,"$74,087.75 ","$8,856.37 ",2017-03-12,Diamond,On-premises,4
2,6,"$68,949.83 ","$8,819.54 ",2016-06-11,Diamond,On-premises,3
11,5,"$95,867.24 ","$7,497.20 ",2017-01-15,Premium,On-premises,3
7,42,"$66,011.48 ","$8,900.42 ",2017-09-02,Gold,Cloud,4
4,7,"$49,597.00 ","$5,845.75 ",2015-05-25,Silver,On-premises,1
16,34,"$116,292.74 ","$7,675.91 ",2015-06-29,Silver,On-premises,2
6,42,"$109,191.46 ","$8,277.40 ",2018-06-14,Silver,Cloud,1
2,32,"$108,000.89 ","$10,243.51 ",2018-01-02,Gold,Cloud,4
5,3,"$81,789.54 ","$6,261.64 ",2015-09-09,Premium,On-premises,2
9,23,"$64,063.86 ","$9,105.90 ",2016-03-10,Gold,On-premises,5
9,24,"$38,501.75 ","$10,449.74 ",2015-11-28,Premium,On-premises,1
4,51,"$96,615.09 ","$11,242.95 ",2015-04-24,Gold,Cloud,3
11,1,"$80,064.20 ","$5,846.06 ",2016-02-10,Premium,Cloud,4
5,35,"$34,560.70 ","$11,147.74 ",2016-05-20,Silver,Cloud,4
2,28,"$61,763.48 ","$11,101.23 ",2016-02-24,Gold,Cloud,5
14,24,"$48,631.89 ","$5,492.32 ",2015-09-15,Gold,On-premises,1
8,22,"$97,097.21 ","$10,125.04 ",2018-02-17,Silver,Cloud,3
16,52,"$93,101.95 ","$7,129.63 ",2017-08-23,Premium,On-premises,5
2,19,"$56,956.31 ","$10,585.16 ",2015-08-30,Diamond,Cloud,4
5,12,"$46,138.96 ","$6,743.43 ",2015-07-16,Silver,Cloud,4
16,39,"$76,048.94 ","$11,106.45 ",2015-05-22,Gold,Cloud,2
9,42,"$41,628.90 ","$6,049.61 ",2016-11-04,Premium,On-premises,4
9,38,"$56,580.80 ","$7,967.51 ",2016-08-17,Silver,Cloud,1
19,55,"$31,054.29 ","$11,213.60 ",2015-02-06,Premium,On-premises,2
9,1,"$30,640.01 ","$8,823.43 ",2017-12-08,Silver,Cloud,1
6,32,"$69,376.02 ","$5,852.12 ",2015-05-02,Premium,Cloud,5
9,34,"$82,568.01 ","$7,303.61 ",2017-02-25,Silver,On-premises,3
15,48,"$108,505.90 ","$10,371.86 ",2015-12-29,Diamond,Cloud,1
16,30,"$52,557.42 ","$10,837.28 ",2017-05-29,Silver,On-premises,1
19,44,"$75,758.31 ","$6,822.40 ",2017-11-01,Premium,Cloud,1
16,41,"$77,266.90 ","$5,180.90 ",2015-10-07,Silver,On-premises,4
20,17,"$41,380.02 ","$11,545.35 ",2016-02-27,Premium,Cloud,2
11,54,"$39,739.97 ","$5,829.78 ",2016-07-28,Premium,On-premises,2
2,39,"$35,505.48 ","$8,039.68 ",2015-11-24,Silver,Cloud,5
15,55,"$52,397.33 ","$10,807.49 ",2016-10-26,Gold,Cloud,2
8,11,"$111,447.90 ","$8,370.14 ",2017-08-28,Silver,On-premises,3
8,37,"$115,480.78 ","$7,169.52 ",2018-06-13,Silver,Cloud,2
18,33,"$37,968.85 ","$6,883.94 ",2015-01-03,Gold,On-premises,4
14,55,"$94,398.91 ","$9,467.49 ",2015-10-12,Diamond,On-premises,2
3,48,"$52,825.84 ","$9,683.04 ",2018-03-03,Silver,On-premises,3
20,28,"$107,862.75 ","$9,075.93 ",2017-12-28,Silver,On-premises,5
8,42,"$113,057.84 ","$7,411.98 ",2015-06-26,Gold,On-premises,1
14,56,"$104,950.36 ","$7,547.99 ",2016-08-16,Silver,On-premises,4
5,3,"$99,535.00 ","$10,173.67 ",2017-02-04,Premium,On-premises,5
12,13,"$85,095.58 ","$9,162.92 ",2015-01-31,Gold,Cloud,4
14,3,"$76,235.40 ","$8,616.11 ",2018-04-20,Premium,Cloud,4
16,10,"$42,288.11 ","$5,609.82 ",2017-02-07,Silver,Cloud,5
10,40,"$106,824.75 ","$11,098.27 ",2016-04-12,Silver,On-premises,4
9,16,"$87,244.70 ","$6,501.20 ",2017-06-18,Diamond,Cloud,2
12,11,"$94,538.00 ","$6,950.88 ",2016-03-15,Gold,Cloud,3
3,4,"$83,970.30 ","$5,784.47 ",2017-05-22,Premium,On-premises,2
17,27,"$101,465.71 ","$8,037.12 ",2016-12-12,Silver,On-premises,2
11,41,"$117,765.16 ","$11,419.78 ",2015-02-13,Diamond,Cloud,5
3,44,"$73,820.97 ","$11,414.29 ",2015-08-03,Premium,Cloud,2
17,18,"$46,553.54 ","$5,334.07 ",2017-07-13,Diamond,Cloud,2
7,1,"$63,803.59 ","$10,200.53 ",2016-12-23,Gold,Cloud,2
7,42,"$90,791.67 ","$9,766.71 ",2018-03-01,Gold,On-premises,3
13,60,"$70,495.13 ","$6,017.26 ",2018-05-22,Diamond,Cloud,2
6,43,"$87,152.62 ","$5,006.44 ",2016-11-09,Premium,Cloud,1
7,11,"$58,317.02 ","$9,298.56 ",2015-11-25,Premium,Cloud,3
11,21,"$90,138.96 ","$11,682.14 ",2017-09-23,Silver,Cloud,2
3,16,"$84,631.98 ","$10,607.53 ",2015-02-11,Diamond,On-premises,5
16,53,"$72,030.62 ","$5,614.12 ",2015-10-27,Silver,On-premises,1
17,47,"$49,147.48 ","$8,200.10 ",2017-10-22,Diamond,Cloud,1
9,50,"$97,200.09 ","$10,267.34 ",2018-05-23,Premium,On-premises,5
18,4,"$53,649.95 ","$5,179.25 ",2018-05-17,Gold,On-premises,4
2,36,"$44,853.90 ","$5,155.51 ",2016-11-13,Gold,On-premises,3
6,23,"$103,647.86 ","$9,255.75 ",2016-04-03,Diamond,On-premises,1
15,40,"$103,993.70 ","$7,066.22 ",2018-02-09,Premium,Cloud,2
11,44,"$36,731.83 ","$10,234.09 ",2015-09-27,Diamond,On-premises,2
12,5,"$112,068.53 ","$9,247.78 ",2017-04-12,Diamond,On-premises,2
1,38,"$56,625.84 ","$9,938.04 ",2018-08-01,Silver,Cloud,2
5,20,"$35,322.24 ","$8,343.86 ",2017-01-31,Diamond,On-premises,3
6,2,"$89,250.33 ","$9,584.42 ",2016-07-10,Premium,On-premises,5
9,57,"$52,344.24 ","$6,553.32 ",2017-06-11,Silver,Cloud,4
1,27,"$100,507.91 ","$6,348.30 ",2015-02-11,Premium,Cloud,1
6,40,"$99,009.43 ","$11,161.52 ",2018-07-21,Silver,Cloud,1
15,1,"$39,888.57 ","$8,331.97 ",2017-08-20,Silver,Cloud,4
18,60,"$41,819.32 ","$7,222.92 ",2015-07-17,Silver,On-premises,5
17,44,"$84,803.04 ","$10,832.06 ",2015-08-12,Silver,On-premises,3
20,16,"$116,814.24 ","$7,328.82 ",2015-04-10,Gold,Cloud,3
7,41,"$86,178.67 ","$5,295.58 ",2015-06-01,Premium,On-premises,1
4,52,"$36,970.60 ","$9,864.58 ",2017-10-19,Gold,On-premises,5
20,40,"$84,606.79 ","$10,812.56 ",2015-02-02,Gold,Cloud,3
12,38,"$88,575.47 ","$8,686.12 ",2016-06-08,Gold,On-premises,3
2,27,"$44,368.60 ","$10,210.63 ",2016-01-05,Gold,Cloud,5
12,15,"$64,486.70 ","$11,210.38 ",2015-10-18,Diamond,On-premises,1
19,44,"$38,604.62 ","$7,539.80 ",2015-11-04,Silver,On-premises,4
7,8,"$110,189.98 ","$8,810.90 ",2017-02-07,Gold,Cloud,4
16,11,"$58,745.42 ","$9,279.33 ",2015-10-25,Diamond,Cloud,2
15,10,"$114,596.91 ","$10,981.26 ",2018-04-06,Diamond,On-premises,4
3,44,"$38,685.01 ","$11,887.95 ",2015-07-02,Diamond,Cloud,1
20,16,"$104,560.28 ","$11,153.75 ",2015-11-28,Diamond,Cloud,4
8,11,"$112,813.98 ","$10,782.97 ",2015-03-27,Silver,Cloud,4
17,41,"$105,251.36 ","$8,079.65 ",2015-10-05,Premium,On-premises,1
20,2,"$66,585.43 ","$7,538.01 ",2016-07-08,Silver,Cloud,2
4,57,"$100,867.18 ","$5,524.19 ",2016-07-08,Diamond,On-premises,3
1,27,"$56,446.24 ","$5,649.34 ",2017-04-18,Silver,Cloud,1
19,40,"$88,036.76 ","$5,189.76 ",2018-05-13,Gold,On-premises,2
4,18,"$105,959.22 ","$10,331.85 ",2016-02-07,Gold,On-premises,2
15,55,"$90,798.65 ","$11,940.98 ",2018-06-28,Diamond,Cloud,3
6,35,"$39,959.34 ","$7,837.24 ",2015-06-07,Gold,Cloud,2
14,1,"$97,398.07 ","$9,501.11 ",2017-11-06,Silver,On-premises,4
7,57,"$47,061.51 ","$5,298.40 ",2017-02-25,Silver,On-premises,4
14,43,"$104,305.85 ","$8,096.79 ",2016-05-30,Premium,On-premises,5
15,40,"$66,831.15 ","$9,149.14 ",2017-08-18,Diamond,On-premises,5
11,56,"$65,417.90 ","$5,946.39 ",2017-05-27,Silver,Cloud,3
18,13,"$80,548.84 ","$10,982.17 ",2016-02-24,Diamond,On-premises,5
13,35,"$65,212.96 ","$7,495.29 ",2015-11-05,Premium,Cloud,4
2,42,"$83,038.86 ","$9,310.36 ",2016-02-12,Diamond,Cloud,3
5,2,"$38,848.62 ","$8,410.04 ",2016-06-27,Premium,On-premises,2
2,33,"$70,052.82 ","$9,564.42 ",2017-03-10,Silver,Cloud,3
3,30,"$43,609.21 ","$7,614.22 ",2015-10-30,Diamond,On-premises,4
9,23,"$99,984.25 ","$7,129.13 ",2016-08-18,Premium,Cloud,1
17,30,"$51,466.83 ","$10,558.80 ",2017-01-31,Gold,On-premises,3
5,52,"$67,989.73 ","$8,187.20 ",2016-05-21,Diamond,On-premises,2
19,38,"$57,158.24 ","$11,258.21 ",2016-03-29,Gold,On-premises,4
19,5,"$75,012.69 ","$9,666.11 ",2015-04-14,Gold,On-premises,1
12,35,"$73,003.07 ","$9,368.77 ",2017-04-03,Gold,On-premises,3
3,1,"$61,185.12 ","$5,140.82 ",2015-11-30,Gold,On-premises,5
18,22,"$44,716.43 ","$8,955.57 ",2017-03-15,Premium,On-premises,2
14,11,"$109,853.77 ","$5,192.49 ",2018-02-21,Silver,On-premises,5
16,42,"$50,151.63 ","$5,604.22 ",2016-05-06,Premium,On-premises,5
8,49,"$45,472.11 ","$11,134.65 ",2017-10-16,Gold,Cloud,3
14,57,"$105,511.85 ","$8,280.36 ",2018-02-15,Gold,On-premises,2
7,33,"$32,736.44 ","$9,111.97 ",2015-08-26,Premium,On-premises,5
13,56,"$100,984.29 ","$6,059.72 ",2015-08-19,Gold,On-premises,3
3,23,"$52,399.22 ","$11,585.94 ",2015-03-06,Diamond,On-premises,3
3,47,"$95,081.98 ","$8,687.01 ",2015-03-13,Gold,On-premises,1
8,24,"$83,115.93 ","$9,458.58 ",2017-06-20,Premium,Cloud,3
9,50,"$98,077.62 ","$9,452.96 ",2017-11-23,Premium,Cloud,3
12,20,"$63,760.73 ","$8,970.06 ",2017-12-11,Diamond,On-premises,4
1,7,"$33,292.28 ","$9,071.74 ",2016-02-15,Premium,On-premises,5
10,24,"$32,102.42 ","$10,409.97 ",2018-04-30,Silver,Cloud,1
12,31,"$69,380.69 ","$8,180.34 ",2016-04-25,Gold,Cloud,3
14,46,"$114,536.97 ","$7,774.06 ",2015-01-04,Diamond,Cloud,5
11,2,"$108,624.46 ","$10,180.61 ",2015-03-04,Silver,Cloud,4
18,14,"$90,913.31 ","$9,654.30 ",2017-03-06,Diamond,Cloud,2
10,47,"$44,859.95 ","$10,339.43 ",2018-03-23,Diamond,Cloud,2
1,48,"$107,367.35 ","$9,306.52 ",2017-01-23,Gold,Cloud,5
19,29,"$118,140.14 ","$9,794.47 ",2017-04-29,Diamond,On-premises,4
4,37,"$74,524.31 ","$10,116.11 ",2018-05-31,Gold,On-premises,2
15,52,"$110,474.25 ","$6,060.52 ",2018-03-08,Premium,On-premises,3
16,30,"$77,888.83 ","$5,035.58 ",2015-04-26,Premium,Cloud,1
7,33,"$75,112.40 ","$9,040.55 ",2016-04-10,Premium,Cloud,2
8,1,"$109,523.60 ","$8,778.43 ",2016-01-09,Premium,On-premises,5
12,59,"$48,943.74 ","$5,835.09 ",2017-01-19,Diamond,Cloud,5
6,33,"$108,579.95 ","$7,121.82 ",2016-03-18,Gold,On-premises,1
2,39,"$73,196.61 ","$7,322.61 ",2015-12-21,Gold,On-premises,4
1,12,"$52,105.02 ","$7,100.19 ",2015-12-02,Silver,Cloud,5
8,50,"$92,353.78 ","$11,197.20 ",2016-08-01,Gold,On-premises,2
10,58,"$43,650.52 ","$11,160.48 ",2015-09-06,Gold,On-premises,4
2,5,"$107,798.67 ","$5,295.19 ",2016-12-30,Premium,Cloud,2
14,49,"$72,409.39 ","$5,483.34 ",2017-01-14,Premium,On-premises,1
1,35,"$45,634.09 ","$10,776.70 ",2018-05-18,Gold,Cloud,5
9,48,"$104,993.32 ","$10,378.06 ",2016-12-30,Silver,Cloud,4
18,39,"$57,055.12 ","$9,455.10 ",2016-01-21,Silver,Cloud,2
14,10,"$39,284.17 ","$11,983.41 ",2016-09-07,Gold,Cloud,3
5,51,"$71,563.17 ","$7,674.39 ",2016-03-15,Silver,Cloud,2
16,42,"$74,616.43 ","$5,952.83 ",2016-04-23,Diamond,On-premises,1
11,8,"$42,612.01 ","$7,507.71 ",2016-02-01,Silver,Cloud,1
4,1,"$41,832.94 ","$6,586.81 ",2018-05-18,Premium,On-premises,3
8,3,"$41,364.30 ","$6,919.43 ",2017-05-15,Premium,Cloud,1
10,38,"$98,040.05 ","$8,075.28 ",2016-07-12,Silver,Cloud,1
2,35,"$82,412.51 ","$11,885.00 ",2015-03-07,Premium,On-premises,3
11,33,"$46,362.50 ","$9,338.58 ",2017-08-18,Silver,Cloud,2
12,43,"$34,384.67 ","$7,744.32 ",2015-08-09,Diamond,On-premises,5
19,13,"$100,893.41 ","$7,808.12 ",2017-04-22,Silver,Cloud,4
19,36,"$55,179.08 ","$10,876.37 ",2017-01-06,Diamond,On-premises,4
8,32,"$54,885.14 ","$7,438.44 ",2016-04-28,Diamond,Cloud,2
10,11,"$102,687.57 ","$9,246.41 ",2017-05-15,Diamond,On-premises,4
4,25,"$101,103.10 ","$6,674.86 ",2017-11-28,Gold,Cloud,3
14,33,"$93,184.49 ","$8,923.15 ",2017-01-21,Premium,On-premises,2
20,43,"$113,840.89 ","$6,144.18 ",2017-11-25,Premium,Cloud,4
10,37,"$31,956.80 ","$10,354.72 ",2018-05-21,Silver,On-premises,4
14,9,"$87,993.48 ","$7,702.95 ",2016-12-13,Gold,On-premises,3
3,41,"$91,777.35 ","$8,174.52 ",2017-11-26,Premium,Cloud,1
1,23,"$101,929.15 ","$11,922.51 ",2018-06-07,Silver,On-premises,2
7,59,"$69,878.93 ","$6,532.93 ",2015-05-01,Gold,Cloud,3
1,41,"$34,294.70 ","$5,776.04 ",2015-07-10,Gold,Cloud,5
11,55,"$59,847.33 ","$11,940.77 ",2018-02-05,Premium,On-premises,2
16,52,"$107,815.87 ","$8,409.91 ",2016-02-11,Silver,On-premises,2
8,59,"$51,824.58 ","$9,812.44 ",2016-06-10,Gold,On-premises,2
1,45,"$96,503.77 ","$7,220.39 ",2018-05-28,Diamond,On-premises,5
8,40,"$83,735.76 ","$7,828.24 ",2015-04-05,Gold,On-premises,3
8,21,"$92,022.71 ","$9,218.50 ",2017-09-15,Premium,On-premises,2
14,14,"$30,005.06 ","$6,850.77 ",2015-04-13,Gold,Cloud,1
18,24,"$48,854.48 ","$9,012.16 ",2017-05-08,Silver,Cloud,2
4,56,"$48,818.66 ","$5,198.25 ",2016-12-11,Gold,On-premises,5
2,4,"$49,240.38 ","$5,341.48 ",2015-12-19,Premium,On-premises,5
13,48,"$31,246.10 ","$8,295.35 ",2015-08-04,Silver,On-premises,5
16,18,"$34,682.79 ","$5,174.66 ",2017-03-26,Premium,On-premises,1
16,53,"$101,427.21 ","$9,012.02 ",2016-12-21,Silver,On-premises,2
4,32,"$43,781.40 ","$11,484.86 ",2016-09-07,Diamond,On-premises,3
